Column1,Column2,Column3,Column4
0.1,0.1,-0.09060064640356963,-0.0992682324905562
0.1,0.19999999999999998,-0.04321086561153893,-0.19668195813183112
0.1,0.3,0.18560361357320787,-0.276541118167577
0.1,0.39999999999999997,0.6059846857394604,-0.26914149026198597
0.1,0.5,0.8355770477519073,0.0010035606088252408
0.1,0.6,0.889376872474343,0.25489973727140053
0.1,0.7000000000000001,0.8983946384577248,0.27301326696110895
0.1,0.7999999999999999,0.8997612997683421,0.19617861115076882
0.1,0.9,0.8999543633065379,0.099509724869905
0.19999999999999998,0.1,-0.19052324974690096,-0.09921910388522238
0.19999999999999998,0.19999999999999998,-0.1414254656327154,-0.1958561496526615
0.19999999999999998,0.3,0.05647345988781586,-0.27712385015009794
0.19999999999999998,0.39999999999999997,0.494167580028424,-0.209708111738824
0.19999999999999998,0.5,0.7370065217359484,0.06962811983324026
0.19999999999999998,0.6,0.7890471265515551,0.28700191843948913
0.19999999999999998,0.7000000000000001,0.798330676926339,0.28790099466382124
0.19999999999999998,0.7999999999999999,0.7997500801973823,0.19770831203205402
0.19999999999999998,0.9,0.7999586698275546,0.09952399849394665
0.3,0.1,-0.29075055164374947,-0.09935533864103727
0.3,0.19999999999999998,-0.2358084389602401,-0.19278442610701066
0.3,0.3,-0.053328302140860095,-0.2780253924195658
0.3,0.39999999999999997,0.3948934938461146,-0.21540684225216214
0.3,0.5,0.6367669760119671,0.14881796876581452
0.3,0.6,0.6894162342827799,0.31605394773452067
0.3,0.7000000000000001,0.6984939172289093,0.28885169451762904
0.3,0.7999999999999999,0.6997092532328959,0.19834350010803045
0.3,0.9,0.6999584508951929,0.09970739412706844
0.39999999999999997,0.1,-0.3901985732618166,-0.09925906421894314
0.39999999999999997,0.19999999999999998,-0.34620385177431995,-0.1938880920681195
0.39999999999999997,0.3,-0.11698848076242413,-0.2586453874234589
0.39999999999999997,0.39999999999999997,0.29223934747456304,-0.20168138321020507
0.39999999999999997,0.5,0.5376288298669241,0.1361211991359051
0.39999999999999997,0.6,0.5895714097491165,0.34723820595306515
0.39999999999999997,0.7000000000000001,0.5983265027482713,0.28967787727307237
0.39999999999999997,0.7999999999999999,0.5997342096808389,0.19852313304625216
0.39999999999999997,0.9,0.5999541391943161,0.09983739582701932
0.5,0.1,-0.4910249370796106,-0.09924646229299476
0.5,0.19999999999999998,-0.44197985712843785,-0.19169057571121698
0.5,0.3,-0.21040318067540642,-0.2646671893594344
0.5,0.39999999999999997,0.20092354884394314,-0.20825579623884197
0.5,0.5,0.4402597137795654,0.2109278015256504
0.5,0.6,0.4901932582035536,0.34350034017958025
0.5,0.7000000000000001,0.4983172453520644,0.29195003779874107
0.5,0.7999999999999999,0.4997320908428232,0.19900236881984895
0.5,0.9,0.4999583995600147,0.09989296340603536
0.6,0.1,-0.5902705001777474,-0.09942772412183944
0.6,0.19999999999999998,-0.5436194280282192,-0.1957458239269394
0.6,0.3,-0.3182781562859374,-0.258877006557827
0.6,0.39999999999999997,0.09704151032227916,-0.23708568430319116
0.6,0.5,0.33576285243627646,0.08277719842066027
0.6,0.6,0.3893109654518119,0.33982474748473557
0.6,0.7000000000000001,0.3984541592626924,0.29140060507273535
0.6,0.7999999999999999,0.39972102269463805,0.198786586969576
0.6,0.9,0.3999622307299827,0.09990432715933745
0.7000000000000001,0.1,-0.6905906036173355,-0.09982557138627177
0.7000000000000001,0.19999999999999998,-0.6399731960163327,-0.19820293348451987
0.7000000000000001,0.3,-0.41748135058763053,-0.28533274170949463
0.7000000000000001,0.39999999999999997,0.021001715649193488,-0.28042769906835935
0.7000000000000001,0.5,0.23242732151378523,-0.07604165898737282
0.7000000000000001,0.6,0.29011786473617646,0.3012307271239358
0.7000000000000001,0.7000000000000001,0.29840652284294655,0.2831701183534707
0.7000000000000001,0.7999999999999999,0.2997343602434799,0.19789820529410335
0.7000000000000001,0.9,0.2999529264930996,0.09977656188876156
0.7999999999999999,0.1,-0.7906363713648584,-0.09996030602954029
0.7999999999999999,0.19999999999999998,-0.7469286877722767,-0.19958095993807262
0.7999999999999999,0.3,-0.5256324283369201,-0.2962644984624706
0.7999999999999999,0.39999999999999997,-0.1076915123236417,-0.3659843947351463
0.7999999999999999,0.5,0.13948071920700114,-0.23672504333855843
0.7999999999999999,0.6,0.19045362765771603,0.09707317252892596
0.7999999999999999,0.7000000000000001,0.19834784964832522,0.21650597215654954
0.7999999999999999,0.7999999999999999,0.19975204138841415,0.18960343013609138
0.7999999999999999,0.9,0.19995442286304121,0.09898817135993959
0.9,0.1,-0.8902846882451991,-0.09999752565802504
0.9,0.19999999999999998,-0.843892736527662,-0.19998354794225437
0.9,0.3,-0.6266331483061807,-0.29987778241154267
0.9,0.39999999999999997,-0.2066011397048658,-0.39707344533227257
0.9,0.5,0.0413514850208652,-0.48076442175873824
0.9,0.6,0.09102032682555115,-0.4787982619085926
0.9,0.7000000000000001,0.09841854052828866,-0.08879454844340012
0.9,0.7999999999999999,0.09975563402844323,0.1121158294136099
0.9,0.9,0.09995790521564599,0.09057213355740151
